provider,name,chosen_solution,replicate,success,duration,total_decisions,unique_decisions
AlphabeticalUnsound,argus-chumsky-11809526917882439709,0,2,true,0,6,6
AlphabeticalComplete,argus-chumsky-11809526917882439709,0,0,true,0,2,2
AlphabeticalComplete,argus-chumsky-11809526917882439709,0,1,true,0,2,2
AlphabeticalComplete,argus-chumsky-11809526917882439709,0,2,true,0,2,2
AlphabeticalRelevant,argus-chumsky-11809526917882439709,0,0,true,0,2,2
AlphabeticalRelevant,argus-chumsky-11809526917882439709,0,1,true,0,2,2
AlphabeticalRelevant,argus-chumsky-11809526917882439709,0,2,true,0,2,2
AlphabeticalRelevant,random-30-3,0,2,true,221,47,47
AlphabeticalRelevant,argus-hello-server-7267590467205405362,0,2,true,555,90,90
AlphabeticalRelevant,argus-axum-7239810653348316180,0,2,true,213,56,56
AlphabeticalUnsound,random-180-9,0,2,true,1107,1050,1050
AlphabeticalUnsound,random-170-4,0,0,true,1167,1008,1008
AlphabeticalRelevant,random-20-2,0,1,true,71,39,39
AlphabeticalUnsound,random-30-4,0,0,true,36,174,174
AlphabeticalComplete,random-40-9,0,2,true,387,110,110
AlphabeticalRelevant,argus-axum-2355552700190003252,0,1,true,748,98,98
AlphabeticalUnsound,random-30-4,0,1,true,36,174,174
AlphabeticalRelevant,argus-axum-6256519327200940257,0,2,true,803,124,124
AlphabeticalRelevant,random-20-2,0,2,true,71,39,39
AlphabeticalUnsound,random-190-7,0,0,true,1337,1128,1128
AlphabeticalUnsound,random-30-4,0,2,true,36,174,174
AlphabeticalUnsound,random-20-3,0,0,true,14,90,90
AlphabeticalUnsound,random-20-3,0,1,true,14,90,90
AlphabeticalUnsound,random-20-3,0,2,true,14,90,90
AlphabeticalUnsound,random-180-8,0,2,true,1170,1050,1050
AlphabeticalRelevant,random-30-8,0,0,true,259,66,66
AlphabeticalRelevant,manual-5,0,2,true,576,113,113
AlphabeticalRelevant,argus-axum-17497105317668159604,0,1,true,857,98,98
AlphabeticalComplete,random-20-3,0,0,true,87,54,54
AlphabeticalRelevant,random-40-10,0,2,true,352,43,43
AlphabeticalRelevant,random-30-8,0,1,true,258,66,66
AlphabeticalComplete,argus-diesel-15009615579564917699,0,0,true,3172,179,179
AlphabeticalComplete,random-50-9,0,2,true,528,133,133
AlphabeticalComplete,argus-axum-1337639213112565491,0,2,true,521,106,106
AlphabeticalRelevant,argus-axum-18352723104139980097,0,0,true,891,118,118
AlphabeticalComplete,random-60-2,0,2,true,853,134,134
AlphabeticalUnsound,random-60-4,0,0,true,155,348,348
AlphabeticalUnsound,random-40-2,0,0,true,74,234,234
AlphabeticalComplete,random-20-3,0,1,true,88,54,54
AlphabeticalComplete,random-30-4,0,0,true,221,93,93
AlphabeticalUnsound,random-60-3,0,0,true,143,324,324
AlphabeticalRelevant,random-60-6,0,0,true,393,36,36
AlphabeticalRelevant,random-40-9,0,0,true,319,26,26
AlphabeticalUnsound,random-40-2,0,1,true,74,234,234
AlphabeticalRelevant,argus-axum-12393876099641280534,0,2,true,556,59,59
AlphabeticalUnsound,random-190-10,0,2,true,1248,1104,1104
AlphabeticalUnsound,random-200-4,0,0,true,1714,1182,1182
AlphabeticalUnsound,random-80-3,0,0,true,397,468,468
AlphabeticalComplete,random-20-3,0,2,true,87,54,54
AlphabeticalComplete,random-110-8,0,0,true,2536,289,289
AlphabeticalUnsound,random-60-4,0,1,true,148,348,348
AlphabeticalUnsound,random-40-2,0,2,true,73,234,234
AlphabeticalUnsound,random-60-3,0,1,true,142,324,324
AlphabeticalRelevant,random-20-3,0,0,true,82,42,42
AlphabeticalRelevant,random-50-7,0,1,true,729,60,60
AlphabeticalRelevant,random-30-8,0,2,true,257,66,66
AlphabeticalComplete,random-30-4,0,1,true,221,93,93
AlphabeticalRelevant,argus-axum-17497105317668159604,0,2,true,740,98,98
AlphabeticalRelevant,argus-axum-2355552700190003252,0,2,true,541,98,98
AlphabeticalUnsound,random-60-4,0,2,true,144,348,348
AlphabeticalUnsound,argus-axum-2593152621400048619,0,0,true,18,84,84
AlphabeticalUnsound,random-60-3,0,2,true,143,324,324
AlphabeticalUnsound,argus-axum-2593152621400048619,0,1,true,17,84,84
AlphabeticalRelevant,random-60-2,0,0,true,332,46,46
AlphabeticalUnsound,argus-axum-2593152621400048619,0,2,true,17,84,84
AlphabeticalRelevant,random-20-3,0,1,true,171,42,42
AlphabeticalUnsound,random-80-3,0,1,true,267,468,468
AlphabeticalUnsound,random-190-5,0,2,true,1344,1104,1104
AlphabeticalRelevant,random-60-6,0,1,true,393,36,36
AlphabeticalUnsound,random-70-4,0,0,true,195,390,390
AlphabeticalRelevant,random-20-3,0,2,true,91,42,42
AlphabeticalComplete,random-30-4,0,2,true,221,93,93
AlphabeticalComplete,argus-axum-2593152621400048619,0,0,true,114,65,65
AlphabeticalRelevant,random-40-9,0,1,true,397,26,26
AlphabeticalRelevant,random-50-9,0,0,true,531,51,51
AlphabeticalRelevant,argus-axum-1337639213112565491,0,0,true,587,103,103
AlphabeticalComplete,argus-axum-2593152621400048619,0,1,true,112,65,65
AlphabeticalUnsound,random-80-3,0,2,true,270,468,468
AlphabeticalUnsound,random-70-4,0,1,true,196,390,390
AlphabeticalRelevant,random-30-4,0,0,true,193,39,39
AlphabeticalRelevant,random-60-2,0,1,true,333,46,46
AlphabeticalComplete,argus-axum-2593152621400048619,0,2,true,112,65,65
AlphabeticalUnsound,random-180-3,0,1,true,1487,1074,1074
AlphabeticalUnsound,random-190-9,0,2,true,1265,1074,1074
AlphabeticalComplete,random-40-2,0,0,true,606,123,123
AlphabeticalRelevant,argus-axum-2593152621400048619,0,0,true,125,62,62
AlphabeticalRelevant,random-60-6,0,2,true,399,36,36
AlphabeticalUnsound,random-200-10,0,2,true,1171,924,924
AlphabeticalRelevant,random-30-4,0,1,true,193,39,39
AlphabeticalRelevant,random-40-9,0,2,true,383,26,26
AlphabeticalComplete,argus-diesel-15648008676699765325,0,1,true,2257,140,140
AlphabeticalUnsound,random-70-4,0,2,true,245,390,390
AlphabeticalUnsound,random-200-9,0,2,true,1474,1110,1110
AlphabeticalComplete,manual-12,0,0,true,2031,276,276
AlphabeticalRelevant,random-50-7,0,2,true,728,60,60
AlphabeticalUnsound,random-60-7,0,0,true,98,240,240
AlphabeticalRelevant,random-60-2,0,2,true,334,46,46
AlphabeticalRelevant,argus-axum-2593152621400048619,0,1,true,187,62,62
AlphabeticalUnsound,random-50-10,0,0,true,155,246,246
AlphabeticalUnsound,random-50-8,0,0,true,93,294,294
AlphabeticalUnsound,random-60-7,0,1,true,97,240,240
AlphabeticalRelevant,argus-axum-18352723104139980097,0,1,true,1047,118,118
AlphabeticalRelevant,random-30-4,0,2,true,193,39,39
AlphabeticalRelevant,random-50-9,0,1,true,532,51,51
AlphabeticalUnsound,random-170-4,0,1,true,1333,1008,1008
AlphabeticalUnsound,random-50-10,0,1,true,82,246,246
AlphabeticalUnsound,random-190-3,0,0,true,1423,1068,1068
AlphabeticalUnsound,random-50-8,0,1,true,92,294,294
AlphabeticalUnsound,random-60-7,0,2,true,97,240,240
AlphabeticalUnsound,random-190-7,0,1,true,1336,1128,1128
AlphabeticalRelevant,argus-axum-2593152621400048619,0,2,true,129,62,62
AlphabeticalComplete,random-100-9,0,0,true,2505,294,294
AlphabeticalUnsound,random-200-5,0,1,true,1569,1194,1194
AlphabeticalUnsound,random-190-6,0,0,true,1299,1134,1134
AlphabeticalUnsound,argus-axum-396255765337843740,0,0,true,24,72,72
AlphabeticalRelevant,argus-axum-1337639213112565491,0,1,true,584,103,103
AlphabeticalRelevant,argus-diesel-15648008676699765325,0,0,true,2846,136,136
AlphabeticalUnsound,argus-axum-396255765337843740,0,1,true,22,72,72
AlphabeticalUnsound,random-200-2,0,1,true,1752,1128,1128
AlphabeticalUnsound,argus-axum-396255765337843740,0,2,true,22,72,72
AlphabeticalUnsound,random-50-10,0,2,true,121,246,246
AlphabeticalUnsound,random-50-8,0,2,true,92,294,294
AlphabeticalUnsound,random-200-7,0,2,true,1563,1188,1188
AlphabeticalComplete,random-60-3,0,0,true,917,196,196
AlphabeticalComplete,random-40-2,0,1,true,509,123,123
AlphabeticalComplete,random-60-4,0,0,true,983,170,170
AlphabeticalComplete,random-100-10,0,1,true,2006,267,267
AlphabeticalComplete,argus-axum-396255765337843740,0,0,true,148,56,56
AlphabeticalUnsound,random-200-3,0,2,true,1871,1170,1170
AlphabeticalComplete,argus-axum-396255765337843740,0,1,true,148,56,56
AlphabeticalUnsound,random-110-2,0,0,true,543,636,636
AlphabeticalRelevant,random-50-9,0,2,true,531,51,51
AlphabeticalComplete,argus-axum-396255765337843740,0,2,true,148,56,56
AlphabeticalUnsound,random-120-2,0,0,true,791,690,690
AlphabeticalRelevant,argus-diesel-15648008676699765325,0,1,true,2550,136,136
AlphabeticalUnsound,random-60-10,0,0,true,141,354,354
AlphabeticalComplete,random-50-10,0,0,true,529,127,127
AlphabeticalRelevant,argus-axum-1337639213112565491,0,2,true,582,103,103
AlphabeticalComplete,random-40-2,0,2,true,472,123,123
AlphabeticalComplete,random-50-8,0,0,true,579,139,139
AlphabeticalRelevant,random-60-3,0,0,true,1356,126,126
AlphabeticalComplete,random-120-6,0,0,true,3562,357,357
AlphabeticalComplete,random-60-7,0,0,true,704,127,127
AlphabeticalUnsound,random-60-10,0,1,true,141,354,354
AlphabeticalUnsound,random-110-10,0,0,true,428,654,654
AlphabeticalRelevant,argus-axum-396255765337843740,0,0,true,223,53,53
AlphabeticalRelevant,argus-axum-18352723104139980097,0,2,true,890,118,118
AlphabeticalUnsound,random-200-4,0,1,true,1899,1182,1182
AlphabeticalUnsound,random-60-10,0,2,true,141,354,354
AlphabeticalRelevant,random-40-2,0,0,true,263,42,42
AlphabeticalUnsound,random-180-3,0,2,true,1327,1074,1074
AlphabeticalRelevant,argus-axum-396255765337843740,0,1,true,167,53,53
AlphabeticalUnsound,random-110-2,0,1,true,538,636,636
AlphabeticalRelevant,argus-axum-396255765337843740,0,2,true,168,53,53
AlphabeticalUnsound,random-170-4,0,2,true,1161,1008,1008
AlphabeticalComplete,random-60-3,0,1,true,1012,196,196
AlphabeticalComplete,random-70-4,0,0,true,1370,207,207
AlphabeticalUnsound,random-170-2,0,0,true,1230,942,942
AlphabeticalComplete,random-50-10,0,1,true,559,127,127
AlphabeticalUnsound,random-110-10,0,1,true,434,654,654
AlphabeticalRelevant,random-40-2,0,1,true,311,42,42
AlphabeticalComplete,argus-diesel-15648008676699765325,0,2,true,2238,140,140
AlphabeticalUnsound,random-120-2,0,1,true,680,690,690
AlphabeticalComplete,random-50-8,0,1,true,581,139,139
AlphabeticalComplete,random-60-4,0,1,true,1100,170,170
AlphabeticalComplete,random-80-3,0,0,true,1775,255,255
AlphabeticalComplete,random-60-7,0,1,true,611,127,127
AlphabeticalUnsound,random-190-7,0,2,true,1337,1128,1128
AlphabeticalComplete,random-110-4,0,0,true,2896,306,306
AlphabeticalUnsound,random-190-6,0,1,true,1336,1134,1134
AlphabeticalUnsound,random-190-3,0,1,true,1425,1068,1068
AlphabeticalComplete,random-110-8,0,1,true,2516,289,289
AlphabeticalUnsound,random-110-2,0,2,true,538,636,636
AlphabeticalRelevant,random-40-2,0,2,true,346,42,42
AlphabeticalUnsound,random-200-5,0,2,true,1524,1194,1194
AlphabeticalUnsound,random-40-3,0,0,true,56,192,192
AlphabeticalUnsound,random-110-10,0,2,true,472,654,654
AlphabeticalUnsound,random-40-3,0,1,true,58,192,192
AlphabeticalComplete,random-130-5,0,0,true,4487,418,418
AlphabeticalUnsound,random-40-3,0,2,true,57,192,192
AlphabeticalComplete,manual-12,0,1,true,1946,276,276
AlphabeticalComplete,random-60-10,0,0,true,897,168,168
AlphabeticalRelevant,random-60-3,0,1,true,1098,126,126
AlphabeticalComplete,random-50-10,0,2,true,620,127,127
AlphabeticalUnsound,random-200-2,0,2,true,1749,1128,1128
AlphabeticalComplete,random-50-8,0,2,true,580,139,139
AlphabeticalUnsound,random-170-10,0,0,true,1045,972,972
AlphabeticalUnsound,random-120-2,0,2,true,706,690,690
AlphabeticalComplete,random-60-7,0,2,true,611,127,127
AlphabeticalUnsound,random-150-4,0,0,true,897,894,894
AlphabeticalComplete,argus-diesel-15009615579564917699,0,1,true,3165,179,179
AlphabeticalRelevant,random-50-10,0,0,true,258,34,34
AlphabeticalComplete,random-40-3,0,0,true,354,101,101
AlphabeticalComplete,random-60-3,0,2,true,990,196,196
AlphabeticalComplete,random-100-10,0,2,true,2003,267,267
AlphabeticalRelevant,random-60-7,0,0,true,235,32,32
AlphabeticalComplete,random-60-4,0,2,true,946,170,170
AlphabeticalComplete,random-100-9,0,1,true,2240,294,294
AlphabeticalRelevant,random-50-10,0,1,true,260,34,34
AlphabeticalUnsound,random-170-2,0,1,true,1237,942,942
AlphabeticalComplete,random-70-4,0,1,true,1260,207,207
AlphabeticalRelevant,random-60-7,0,1,true,235,32,32
AlphabeticalComplete,random-40-3,0,1,true,354,101,101
AlphabeticalUnsound,random-200-4,0,2,true,1588,1182,1182
AlphabeticalRelevant,random-50-10,0,2,true,269,34,34
AlphabeticalRelevant,random-60-7,0,2,true,235,32,32
AlphabeticalComplete,random-60-10,0,1,true,899,168,168
AlphabeticalUnsound,random-50-2,0,0,true,105,264,264
AlphabeticalUnsound,random-190-6,0,2,true,1346,1134,1134
AlphabeticalRelevant,random-50-8,0,0,true,895,88,88
AlphabeticalUnsound,random-60-8,0,0,true,131,348,348
AlphabeticalComplete,random-40-3,0,2,true,354,101,101
AlphabeticalUnsound,random-50-2,0,1,true,106,264,264
AlphabeticalUnsound,random-170-10,0,1,true,965,972,972
AlphabeticalUnsound,random-190-3,0,2,true,1424,1068,1068
AlphabeticalRelevant,random-60-3,0,2,true,1100,126,126
AlphabeticalUnsound,random-150-4,0,1,true,912,894,894
AlphabeticalUnsound,random-50-2,0,2,true,105,264,264
AlphabeticalUnsound,random-60-8,0,1,true,132,348,348
AlphabeticalUnsound,random-50-3,0,0,true,102,288,288
AlphabeticalRelevant,random-40-3,0,0,true,215,30,30
AlphabeticalComplete,random-80-3,0,1,true,1735,255,255
AlphabeticalComplete,random-180-7,0,0,true,7789,540,540
AlphabeticalUnsound,random-60-8,0,2,true,132,348,348
AlphabeticalUnsound,random-50-3,0,1,true,102,288,288
AlphabeticalRelevant,random-60-4,0,0,true,906,51,51
AlphabeticalUnsound,random-50-3,0,2,true,102,288,288
AlphabeticalRelevant,random-40-3,0,1,true,214,30,30
AlphabeticalRelevant,argus-diesel-15648008676699765325,0,2,true,2801,136,136
AlphabeticalRelevant,random-40-3,0,2,true,214,30,30
AlphabeticalComplete,argus-diesel-2315795211719089505,0,0,true,8227,447,447
AlphabeticalUnsound,random-40-4,0,0,true,66,228,228
AlphabeticalUnsound,random-40-4,0,1,true,66,228,228
AlphabeticalComplete,random-60-10,0,2,true,899,168,168
AlphabeticalComplete,random-50-2,0,0,true,699,166,166
AlphabeticalRelevant,random-50-8,0,1,true,896,88,88
AlphabeticalUnsound,random-40-4,0,2,true,66,228,228
AlphabeticalUnsound,random-170-2,0,2,true,1243,942,942
AlphabeticalComplete,random-160-9,0,0,true,5724,452,452
AlphabeticalComplete,random-70-4,0,2,true,1264,207,207
AlphabeticalComplete,random-150-6,0,0,true,5829,454,454
AlphabeticalComplete,random-180-7,0,1,true,7999,540,540
AlphabeticalComplete,manual-12,0,2,true,1955,276,276
AlphabeticalRelevant,random-100-10,0,0,true,1546,62,62
AlphabeticalComplete,random-160-10,0,0,true,5779,476,476
AlphabeticalUnsound,random-170-10,0,2,true,977,972,972
AlphabeticalUnsound,random-150-4,0,2,true,919,894,894
AlphabeticalComplete,random-50-3,0,0,true,652,164,164
AlphabeticalUnsound,random-50-5,0,0,true,152,294,294
AlphabeticalComplete,random-60-8,0,0,true,823,164,164
AlphabeticalUnsound,random-50-5,0,1,true,100,294,294
AlphabeticalRelevant,random-60-4,0,1,true,904,51,51
AlphabeticalComplete,random-40-4,0,0,true,415,125,125
AlphabeticalRelevant,random-50-2,0,0,false,674,105,105
AlphabeticalUnsound,random-50-5,0,2,true,100,294,294
AlphabeticalComplete,random-110-8,0,2,true,2558,289,289
AlphabeticalComplete,random-160-5,0,0,true,6035,459,459
AlphabeticalComplete,random-110-4,0,1,true,2858,306,306
AlphabeticalComplete,random-50-2,0,1,true,701,166,166
AlphabeticalComplete,random-120-6,0,1,true,3649,357,357
AlphabeticalComplete,random-110-10,0,0,true,2716,307,307
AlphabeticalComplete,random-40-4,0,1,true,416,125,125
AlphabeticalComplete,random-180-7,0,2,true,8036,540,540
AlphabeticalComplete,random-100-9,0,2,true,2217,294,294
AlphabeticalComplete,random-50-3,0,1,true,651,164,164
AlphabeticalRelevant,random-50-8,0,2,true,894,88,88
AlphabeticalComplete,random-150-3,0,0,true,6400,481,481
AlphabeticalRelevant,random-60-10,0,0,true,1090,60,60
AlphabeticalComplete,random-60-8,0,1,true,823,164,164
AlphabeticalComplete,random-50-5,0,0,true,635,152,152
AlphabeticalRelevant,random-50-2,0,1,false,669,105,105
AlphabeticalComplete,random-80-3,0,2,true,1741,255,255
AlphabeticalComplete,random-40-4,0,2,true,416,125,125
AlphabeticalComplete,random-200-10,0,0,true,7063,463,463
AlphabeticalComplete,random-50-2,0,2,true,700,166,166
AlphabeticalUnsound,random-170-3,0,0,true,1255,996,996
AlphabeticalRelevant,random-70-4,0,0,false,1427,90,90
AlphabeticalUnsound,random-60-9,0,0,true,135,354,354
AlphabeticalRelevant,random-60-4,0,2,true,1121,51,51
AlphabeticalComplete,random-50-3,0,2,true,652,164,164
AlphabeticalRelevant,random-40-4,0,0,true,270,48,48
AlphabeticalComplete,argus-diesel-15009615579564917699,0,2,true,3131,179,179
AlphabeticalComplete,random-170-8,0,0,true,6782,502,502
AlphabeticalRelevant,random-100-10,0,1,true,1542,62,62
AlphabeticalUnsound,random-60-5,0,0,true,126,306,306
AlphabeticalUnsound,random-60-9,0,1,true,136,354,354
AlphabeticalComplete,random-110-2,0,0,true,3810,372,372
AlphabeticalComplete,random-50-5,0,1,true,636,152,152
AlphabeticalRelevant,random-50-2,0,2,false,671,105,105
AlphabeticalUnsound,random-60-5,0,1,true,125,306,306
AlphabeticalUnsound,random-60-9,0,2,true,135,354,354
AlphabeticalRelevant,random-40-4,0,1,true,270,48,48
AlphabeticalRelevant,random-200-10,0,0,true,954,22,22
AlphabeticalComplete,random-60-8,0,2,true,825,164,164
AlphabeticalUnsound,random-60-5,0,2,true,125,306,306
AlphabeticalUnsound,random-160-3,0,0,true,1121,948,948
AlphabeticalUnsound,random-110-3,0,0,true,509,654,654
AlphabeticalRelevant,random-40-4,0,2,true,270,48,48
AlphabeticalComplete,random-180-9,0,0,true,7137,509,509
AlphabeticalUnsound,random-40-5,0,0,true,58,216,216
AlphabeticalRelevant,random-60-10,0,1,true,1091,60,60
AlphabeticalComplete,argus-diesel-1094926252705493355,0,0,true,7956,322,322
AlphabeticalUnsound,random-40-5,0,1,true,58,216,216
AlphabeticalRelevant,random-50-3,0,0,true,721,103,103
AlphabeticalUnsound,random-40-5,0,2,true,58,216,216
AlphabeticalRelevant,argus-diesel-15009615579564917699,0,0,true,3470,158,158
AlphabeticalComplete,random-50-5,0,2,true,636,152,152
AlphabeticalRelevant,manual-12,0,0,true,2312,133,133
AlphabeticalComplete,random-180-8,0,0,true,7397,523,523
AlphabeticalComplete,random-130-5,0,1,true,4405,418,418
AlphabeticalUnsound,random-110-3,0,1,true,511,654,654
AlphabeticalComplete,random-120-2,0,0,true,4285,397,397
AlphabeticalComplete,random-40-5,0,0,true,362,100,100
AlphabeticalRelevant,random-180-7,0,0,true,10951,92,92
AlphabeticalComplete,random-60-9,0,0,true,847,160,160
AlphabeticalUnsound,random-170-3,0,1,true,1207,996,996
AlphabeticalComplete,random-60-5,0,0,true,805,163,163
AlphabeticalRelevant,random-200-10,0,1,true,954,22,22
AlphabeticalRelevant,random-60-8,0,0,true,872,50,50
AlphabeticalRelevant,random-70-4,0,1,false,1434,90,90
AlphabeticalUnsound,random-180-5,0,0,true,1197,1074,1074
AlphabeticalRelevant,random-50-3,0,1,true,721,103,103
AlphabeticalComplete,random-40-5,0,1,true,363,100,100
AlphabeticalRelevant,random-50-5,0,0,true,665,71,71
AlphabeticalRelevant,random-80-3,0,0,false,1920,119,119
AlphabeticalUnsound,random-110-3,0,2,true,510,654,654
AlphabeticalRelevant,random-100-9,0,0,true,2253,68,68
AlphabeticalUnsound,random-160-3,0,1,true,1124,948,948
AlphabeticalRelevant,random-100-10,0,2,true,1539,62,62
AlphabeticalRelevant,random-60-10,0,2,true,1092,60,60
AlphabeticalComplete,random-40-5,0,2,true,363,100,100
AlphabeticalComplete,random-110-4,0,2,true,2799,306,306
AlphabeticalComplete,random-110-10,0,1,true,2722,307,307
AlphabeticalComplete,random-60-9,0,1,true,858,160,160
AlphabeticalComplete,random-60-5,0,1,true,807,163,163
AlphabeticalUnsound,random-100-2,0,0,true,435,570,570
AlphabeticalRelevant,random-60-8,0,1,true,875,50,50
AlphabeticalRelevant,argus-diesel-2315795211719089505,0,0,true,11771,408,408
AlphabeticalRelevant,random-50-5,0,1,true,665,71,71
AlphabeticalRelevant,random-50-3,0,2,true,722,103,103
AlphabeticalRelevant,random-200-10,0,2,true,954,22,22
AlphabeticalRelevant,random-40-5,0,0,true,399,46,46
AlphabeticalRelevant,random-110-8,0,0,true,3328,84,84
AlphabeticalUnsound,random-50-4,0,0,true,91,258,258
AlphabeticalComplete,random-190-10,0,0,true,8480,552,552
AlphabeticalUnsound,random-170-3,0,2,true,1210,996,996
AlphabeticalUnsound,random-50-4,0,1,true,91,258,258
AlphabeticalUnsound,random-50-4,0,2,true,92,258,258
AlphabeticalUnsound,random-100-2,0,1,true,437,570,570
AlphabeticalRelevant,random-40-5,0,1,true,399,46,46
AlphabeticalComplete,random-190-9,0,0,true,8179,555,555
AlphabeticalRelevant,random-180-7,0,1,true,11299,92,92
AlphabeticalUnsound,random-180-5,0,1,true,1221,1074,1074
AlphabeticalComplete,random-120-6,0,2,true,3502,357,357
AlphabeticalUnsound,random-160-3,0,2,true,1124,948,948
AlphabeticalComplete,random-60-5,0,2,true,810,163,163
AlphabeticalRelevant,random-70-4,0,2,false,1431,90,90
AlphabeticalComplete,random-60-9,0,2,true,839,160,160
AlphabeticalRelevant,random-50-5,0,2,true,665,71,71
AlphabeticalRelevant,random-180-7,0,2,true,10960,92,92
AlphabeticalUnsound,random-50-6,0,0,true,95,282,282
AlphabeticalComplete,random-190-5,0,0,true,8820,567,567
AlphabeticalUnsound,random-100-2,0,2,true,436,570,570
AlphabeticalRelevant,random-60-8,0,2,true,873,50,50
AlphabeticalUnsound,random-70-5,0,0,true,194,408,408
AlphabeticalUnsound,random-50-6,0,1,true,95,282,282
AlphabeticalRelevant,random-40-5,0,2,true,399,46,46
AlphabeticalComplete,random-50-4,0,0,true,583,145,145
AlphabeticalUnsound,random-40-6,0,0,true,48,162,162
AlphabeticalUnsound,random-50-6,0,2,true,95,282,282
AlphabeticalUnsound,random-40-6,0,1,true,48,162,162
AlphabeticalRelevant,manual-12,0,1,true,2261,133,133
AlphabeticalUnsound,random-40-6,0,2,true,48,162,162
AlphabeticalUnsound,random-70-5,0,1,true,195,408,408
AlphabeticalUnsound,random-70-5,0,2,true,195,408,408
AlphabeticalUnsound,random-130-10,0,0,true,604,774,774
AlphabeticalComplete,random-40-6,0,0,true,300,94,94
AlphabeticalComplete,random-200-9,0,0,true,8822,563,563
AlphabeticalRelevant,random-60-5,0,0,true,663,67,67
AlphabeticalRelevant,random-80-3,0,1,false,1928,119,119
AlphabeticalComplete,random-200-4,0,0,true,10624,627,627
AlphabeticalComplete,random-50-4,0,1,true,582,145,145
AlphabeticalComplete,random-170-4,0,0,true,7718,531,531
AlphabeticalComplete,random-50-6,0,0,true,603,147,147
AlphabeticalComplete,random-40-6,0,1,true,300,94,94
AlphabeticalRelevant,random-100-9,0,1,true,2254,68,68
AlphabeticalUnsound,random-180-5,0,2,true,1230,1074,1074
AlphabeticalComplete,random-110-2,0,1,true,3772,372,372
AlphabeticalUnsound,random-130-10,0,1,true,606,774,774
AlphabeticalComplete,random-40-6,0,2,true,300,94,94
AlphabeticalComplete,random-170-10,0,0,true,6226,482,482
AlphabeticalRelevant,random-60-5,0,1,true,662,67,67
AlphabeticalRelevant,random-60-9,0,0,true,1339,82,82
AlphabeticalComplete,random-50-4,0,2,true,582,145,145
AlphabeticalComplete,random-160-9,0,1,true,5718,452,452
AlphabeticalComplete,random-200-3,0,0,true,10860,624,624
AlphabeticalRelevant,argus-diesel-15009615579564917699,0,1,true,3479,158,158
AlphabeticalComplete,random-150-6,0,1,true,5742,454,454
AlphabeticalComplete,random-50-6,0,1,true,600,147,147
AlphabeticalRelevant,random-40-6,0,0,true,328,69,69
AlphabeticalComplete,random-160-10,0,1,true,5810,476,476
AlphabeticalComplete,random-150-4,0,0,true,5940,458,458
AlphabeticalComplete,random-70-5,0,0,true,1241,209,209
AlphabeticalUnsound,random-130-10,0,2,true,605,774,774
AlphabeticalComplete,random-110-10,0,2,true,2731,307,307
AlphabeticalRelevant,random-40-6,0,1,true,329,69,69
AlphabeticalRelevant,random-50-4,0,0,true,547,91,91
AlphabeticalRelevant,random-60-5,0,2,true,659,67,67
AlphabeticalComplete,random-190-7,0,0,true,8609,559,559
AlphabeticalComplete,random-180-3,0,0,true,9062,571,571
AlphabeticalComplete,random-110-3,0,0,true,3369,365,365
AlphabeticalComplete,random-50-6,0,2,true,601,147,147
AlphabeticalComplete,random-200-7,0,0,true,9989,595,595
AlphabeticalComplete,random-160-5,0,1,true,6026,459,459
AlphabeticalRelevant,random-40-6,0,2,true,329,69,69
AlphabeticalUnsound,random-40-7,0,0,true,44,162,162
AlphabeticalUnsound,random-40-7,0,1,true,44,162,162
AlphabeticalUnsound,random-40-7,0,2,true,45,162,162
AlphabeticalRelevant,random-100-9,0,2,true,2249,68,68
AlphabeticalRelevant,random-50-4,0,1,true,547,91,91
AlphabeticalComplete,random-130-5,0,2,true,4318,418,418
AlphabeticalComplete,random-120-2,0,1,true,4310,397,397
AlphabeticalRelevant,random-80-3,0,2,false,1926,119,119
AlphabeticalRelevant,manual-12,0,2,true,2268,133,133
AlphabeticalComplete,random-40-7,0,0,true,275,86,86
AlphabeticalRelevant,random-60-9,0,1,true,1329,82,82
AlphabeticalRelevant,random-110-4,0,0,true,3629,92,92
AlphabeticalRelevant,random-110-8,0,1,true,3317,84,84
AlphabeticalUnsound,random-80-4,0,0,true,237,414,414
AlphabeticalUnsound,manual-13,0,0,true,236,402,402
AlphabeticalRelevant,random-50-6,0,0,false,784,83,83
AlphabeticalComplete,random-40-7,0,1,true,276,86,86
AlphabeticalComplete,random-150-3,0,1,true,6425,481,481
AlphabeticalRelevant,random-50-4,0,2,true,548,91,91
AlphabeticalUnsound,random-80-4,0,1,true,239,414,414
AlphabeticalComplete,random-100-2,0,0,true,2908,294,294
AlphabeticalComplete,random-70-5,0,1,true,1245,209,209
AlphabeticalUnsound,manual-13,0,1,true,236,402,402
AlphabeticalComplete,random-40-7,0,2,true,276,86,86
AlphabeticalUnsound,random-190-8,0,0,true,1303,1128,1128
AlphabeticalUnsound,random-80-4,0,2,true,237,414,414
AlphabeticalUnsound,manual-13,0,2,true,236,402,402
AlphabeticalRelevant,random-40-7,0,0,true,212,38,38
AlphabeticalComplete,random-190-6,0,0,true,8742,579,579
AlphabeticalRelevant,random-120-6,0,0,true,3672,94,94
AlphabeticalRelevant,random-40-7,0,1,true,212,38,38
AlphabeticalRelevant,random-50-6,0,1,false,786,83,83
AlphabeticalComplete,argus-diesel-2315795211719089505,0,1,true,8162,447,447
