provider,name,chosen_solution,replicate,success,duration,total_decisions,unique_decisions
AlphabeticalComplete,random-10-6,0,1,true,21,25,25
AlphabeticalRelevant,argus-axum-16221033744433962440,0,1,true,539,94,94
AlphabeticalRelevant,manual-6,0,2,true,22,20,20
AlphabeticalComplete,argus-axum-7673184455178036491,0,0,true,205,87,87
AlphabeticalComplete,argus-hello-server-10345094108195090742,0,0,true,252,78,78
AlphabeticalUnsound,argus-axum-2355552700190003252,0,2,true,79,150,150
AlphabeticalUnsound,argus-axum-6256519327200940257,0,2,true,103,198,198
AlphabeticalUnsound,argus-axum-6361058880873831381,0,0,true,63,132,132
AlphabeticalRelevant,manual-10,0,0,true,125,49,49
AlphabeticalComplete,random-10-6,0,2,true,21,25,25
AlphabeticalRelevant,random-10-6,0,0,true,8,6,6
AlphabeticalComplete,argus-chumsky-7080345814600703276,0,0,true,416,126,126
AlphabeticalUnsound,argus-axum-18352723104139980097,0,1,true,103,198,198
AlphabeticalRelevant,random-10-6,0,1,true,8,6,6
AlphabeticalUnsound,argus-diesel-15648008676699765325,0,1,true,304,198,198
AlphabeticalRelevant,random-10-6,0,2,true,8,6,6
AlphabeticalUnsound,random-100-10,0,1,true,308,522,522
AlphabeticalUnsound,random-10-7,0,0,true,3,42,42
AlphabeticalComplete,argus-bevy-4396782807146839494,0,0,true,96,66,66
AlphabeticalUnsound,random-10-7,0,1,true,3,42,42
AlphabeticalComplete,manual-7,0,2,true,176,74,74
AlphabeticalUnsound,random-10-7,0,2,true,4,42,42
AlphabeticalComplete,random-20-9,0,0,true,97,52,52
AlphabeticalUnsound,argus-axum-6361058880873831381,0,1,true,63,132,132
AlphabeticalComplete,random-10-7,0,0,true,22,26,26
AlphabeticalComplete,argus-axum-15073555522447742375,0,0,true,432,75,75
AlphabeticalComplete,random-30-9,0,0,true,201,81,81
AlphabeticalComplete,random-30-2,0,1,true,266,105,105
AlphabeticalComplete,random-10-7,0,1,true,21,26,26
AlphabeticalUnsound,random-130-5,0,0,true,655,774,774
AlphabeticalComplete,argus-axum-8856632446763557465,0,1,true,233,71,71
AlphabeticalComplete,random-10-7,0,2,true,21,26,26
AlphabeticalComplete,random-30-10,0,0,true,193,77,77
AlphabeticalComplete,argus-axum-11184278655555968588,0,1,true,296,74,74
AlphabeticalUnsound,argus-axum-18352723104139980097,0,2,true,103,198,198
AlphabeticalRelevant,manual-10,0,1,true,122,49,49
AlphabeticalUnsound,argus-axum-6361058880873831381,0,2,true,63,132,132
AlphabeticalRelevant,random-10-7,0,0,true,24,26,26
AlphabeticalComplete,argus-bevy-4396782807146839494,0,1,true,96,66,66
AlphabeticalComplete,random-40-8,0,0,true,374,116,116
AlphabeticalComplete,random-20-9,0,1,true,96,52,52
AlphabeticalRelevant,random-10-7,0,1,true,25,26,26
AlphabeticalRelevant,random-10-7,0,2,true,25,26,26
AlphabeticalComplete,argus-axum-18226239923860325739,0,0,true,526,96,96
AlphabeticalUnsound,random-10-8,0,0,true,3,54,54
AlphabeticalUnsound,random-10-8,0,1,true,4,54,54
AlphabeticalUnsound,random-10-8,0,2,true,4,54,54
AlphabeticalComplete,argus-axum-7673184455178036491,0,1,true,204,87,87
AlphabeticalUnsound,argus-diesel-2315795211719089505,0,0,true,783,606,606
AlphabeticalComplete,random-10-8,0,0,true,22,23,23
AlphabeticalComplete,manual-5,0,0,true,497,144,144
AlphabeticalUnsound,random-110-8,0,1,true,403,600,600
AlphabeticalUnsound,argus-axum-15641753760587755699,0,0,true,9,12,12
AlphabeticalComplete,argus-bevy-4396782807146839494,0,2,true,96,66,66
AlphabeticalUnsound,argus-axum-15641753760587755699,0,1,true,9,12,12
AlphabeticalUnsound,argus-diesel-15009615579564917699,0,1,true,408,246,246
AlphabeticalComplete,argus-hello-server-10345094108195090742,0,1,true,244,78,78
AlphabeticalComplete,random-10-8,0,1,true,22,23,23
AlphabeticalUnsound,argus-axum-15641753760587755699,0,2,true,9,12,12
AlphabeticalUnsound,random-120-6,0,0,true,535,690,690
AlphabeticalRelevant,manual-7,0,0,true,204,40,40
AlphabeticalRelevant,manual-10,0,2,true,122,49,49
AlphabeticalComplete,random-20-9,0,2,true,96,52,52
AlphabeticalComplete,argus-axum-17497105317668159604,0,0,true,576,110,110
AlphabeticalComplete,random-10-8,0,2,true,22,23,23
AlphabeticalComplete,random-30-9,0,1,true,200,81,81
AlphabeticalUnsound,manual-11,0,0,true,24,138,138
AlphabeticalComplete,argus-hello-server-7267590467205405362,0,0,true,449,92,92
AlphabeticalComplete,argus-axum-12393876099641280534,0,0,true,596,110,110
AlphabeticalUnsound,argus-diesel-1094926252705493355,0,0,true,868,456,456
AlphabeticalRelevant,random-10-8,0,0,true,20,14,14
AlphabeticalUnsound,argus-diesel-2315795211719089505,0,1,true,796,606,606
AlphabeticalUnsound,random-150-6,0,0,true,870,894,894
AlphabeticalComplete,argus-axum-15641753760587755699,0,0,true,46,9,9
AlphabeticalUnsound,manual-11,0,1,true,24,138,138
AlphabeticalRelevant,random-10-8,0,1,true,19,14,14
AlphabeticalUnsound,random-160-10,0,0,true,890,930,930
AlphabeticalComplete,random-30-10,0,1,true,191,77,77
AlphabeticalComplete,argus-axum-10310841651143324696,0,1,true,433,82,82
AlphabeticalUnsound,manual-11,0,2,true,24,138,138
AlphabeticalRelevant,random-10-8,0,2,true,19,14,14
AlphabeticalUnsound,random-10-9,0,0,true,3,48,48
AlphabeticalRelevant,argus-bevy-4396782807146839494,0,0,true,95,57,57
AlphabeticalUnsound,random-10-9,0,1,true,3,48,48
AlphabeticalComplete,argus-axum-8856632446763557465,0,2,true,233,71,71
AlphabeticalUnsound,random-10-9,0,2,true,3,48,48
AlphabeticalUnsound,argus-diesel-15648008676699765325,0,2,true,304,198,198
AlphabeticalRelevant,random-20-9,0,0,true,87,28,28
AlphabeticalComplete,argus-axum-15641753760587755699,0,1,true,46,9,9
AlphabeticalUnsound,random-160-9,0,0,true,923,906,906
AlphabeticalComplete,random-30-2,0,2,true,267,105,105
AlphabeticalUnsound,random-100-10,0,2,true,309,522,522
AlphabeticalComplete,random-10-9,0,0,true,20,22,22
AlphabeticalRelevant,argus-axum-10310841651143324696,0,0,true,416,60,60
AlphabeticalComplete,argus-axum-8866031756020282294,0,0,true,607,113,113
AlphabeticalComplete,random-10-9,0,1,true,20,22,22
AlphabeticalComplete,argus-axum-15641753760587755699,0,2,true,46,9,9
AlphabeticalRelevant,argus-axum-18226239923860325739,0,0,true,543,51,51
AlphabeticalComplete,random-10-9,0,2,true,20,22,22
AlphabeticalComplete,argus-axum-7673184455178036491,0,2,true,205,87,87
AlphabeticalUnsound,random-150-3,0,0,true,990,894,894
AlphabeticalRelevant,random-10-9,0,0,true,15,10,10
AlphabeticalUnsound,random-160-5,0,0,true,922,888,888
AlphabeticalComplete,argus-axum-11184278655555968588,0,2,true,298,74,74
AlphabeticalRelevant,random-20-9,0,1,true,87,28,28
AlphabeticalRelevant,argus-bevy-4396782807146839494,0,1,true,95,57,57
AlphabeticalRelevant,random-10-9,0,1,true,15,10,10
AlphabeticalRelevant,argus-axum-15641753760587755699,0,0,true,52,9,9
AlphabeticalComplete,argus-chumsky-7080345814600703276,0,1,true,418,126,126
AlphabeticalRelevant,random-10-9,0,2,true,15,10,10
AlphabeticalRelevant,manual-7,0,1,true,203,40,40
AlphabeticalComplete,manual-11,0,0,true,146,67,67
AlphabeticalComplete,random-30-9,0,2,true,201,81,81
AlphabeticalUnsound,random-170-8,0,0,true,1029,996,996
AlphabeticalComplete,argus-hello-server-10345094108195090742,0,2,true,247,78,78
AlphabeticalRelevant,argus-axum-15641753760587755699,0,1,true,52,9,9
AlphabeticalComplete,random-30-10,0,2,true,191,77,77
AlphabeticalComplete,argus-axum-15073555522447742375,0,1,true,433,75,75
AlphabeticalRelevant,random-20-9,0,2,true,87,28,28
AlphabeticalComplete,argus-axum-2355552700190003252,0,0,true,512,107,107
AlphabeticalComplete,random-40-8,0,1,true,375,116,116
AlphabeticalRelevant,argus-bevy-4396782807146839494,0,2,true,96,57,57
AlphabeticalUnsound,argus-chumsky-10675481925819814948,0,0,true,0,6,6
AlphabeticalUnsound,argus-chumsky-10675481925819814948,0,1,true,0,6,6
AlphabeticalUnsound,argus-chumsky-10675481925819814948,0,2,true,0,6,6
AlphabeticalComplete,argus-chumsky-10675481925819814948,0,0,true,0,2,2
AlphabeticalComplete,argus-chumsky-10675481925819814948,0,1,true,0,2,2
AlphabeticalComplete,argus-chumsky-10675481925819814948,0,2,true,0,2,2
AlphabeticalRelevant,argus-chumsky-10675481925819814948,0,0,true,0,2,2
AlphabeticalRelevant,argus-chumsky-10675481925819814948,0,1,true,0,2,2
AlphabeticalComplete,argus-axum-6361058880873831381,0,0,true,398,70,70
AlphabeticalRelevant,argus-chumsky-10675481925819814948,0,2,true,0,2,2
AlphabeticalUnsound,argus-chumsky-1118387455367663784,0,0,true,1,12,12
AlphabeticalRelevant,argus-axum-16221033744433962440,0,2,true,538,94,94
AlphabeticalUnsound,argus-chumsky-1118387455367663784,0,1,true,1,12,12
AlphabeticalUnsound,argus-chumsky-1118387455367663784,0,2,true,1,12,12
AlphabeticalComplete,argus-chumsky-1118387455367663784,0,0,true,4,7,7
AlphabeticalComplete,random-50-7,0,0,true,634,144,144
AlphabeticalComplete,argus-chumsky-1118387455367663784,0,1,true,4,7,7
AlphabeticalRelevant,argus-axum-15641753760587755699,0,2,true,53,9,9
AlphabeticalComplete,argus-chumsky-1118387455367663784,0,2,true,4,7,7
AlphabeticalRelevant,argus-chumsky-1118387455367663784,0,0,true,5,7,7
AlphabeticalUnsound,random-30-5,0,0,true,22,102,102
AlphabeticalRelevant,argus-chumsky-1118387455367663784,0,1,true,5,7,7
AlphabeticalUnsound,random-180-9,0,0,true,1097,1050,1050
AlphabeticalRelevant,argus-chumsky-1118387455367663784,0,2,true,5,7,7
AlphabeticalUnsound,random-30-5,0,1,true,22,102,102
AlphabeticalUnsound,random-180-8,0,0,true,1165,1050,1050
AlphabeticalUnsound,random-30-5,0,2,true,22,102,102
AlphabeticalRelevant,argus-axum-8856632446763557465,0,0,true,270,71,71
AlphabeticalUnsound,argus-chumsky-11676463297315425816,0,0,true,47,156,156
AlphabeticalComplete,manual-11,0,1,true,146,67,67
AlphabeticalUnsound,random-180-7,0,0,true,1203,1074,1074
AlphabeticalRelevant,random-30-2,0,0,true,279,72,72
AlphabeticalUnsound,random-110-8,0,2,true,405,600,600
AlphabeticalRelevant,argus-axum-7673184455178036491,0,0,true,237,84,84
AlphabeticalUnsound,random-60-2,0,0,true,101,216,216
AlphabeticalUnsound,argus-diesel-15009615579564917699,0,2,true,409,246,246
AlphabeticalUnsound,random-180-7,0,2,true,1202,1074,1074
AlphabeticalUnsound,random-180-7,0,1,true,1238,1074,1074
AlphabeticalRelevant,random-30-9,0,0,true,184,39,39
AlphabeticalUnsound,random-190-10,0,0,true,1240,1104,1104
AlphabeticalUnsound,argus-chumsky-11676463297315425816,0,1,true,47,156,156
AlphabeticalRelevant,manual-7,0,2,true,208,40,40
AlphabeticalUnsound,manual-8,0,0,true,5,30,30
AlphabeticalUnsound,manual-8,0,1,true,5,30,30
AlphabeticalUnsound,manual-8,0,2,true,5,30,30
AlphabeticalComplete,argus-axum-6256519327200940257,0,0,true,699,133,133
AlphabeticalComplete,manual-8,0,0,true,30,25,25
AlphabeticalUnsound,argus-chumsky-11676463297315425816,0,2,true,48,156,156
AlphabeticalComplete,argus-axum-18226239923860325739,0,1,true,530,96,96
AlphabeticalComplete,manual-5,0,1,true,493,144,144
AlphabeticalComplete,argus-hello-server-7267590467205405362,0,1,true,449,92,92
AlphabeticalRelevant,random-30-10,0,0,true,229,41,41
AlphabeticalRelevant,argus-axum-11184278655555968588,0,0,true,311,68,68
AlphabeticalComplete,random-30-5,0,0,true,136,54,54
AlphabeticalComplete,manual-8,0,1,true,30,25,25
AlphabeticalUnsound,random-60-2,0,1,true,102,216,216
AlphabeticalComplete,argus-axum-10310841651143324696,0,2,true,436,82,82
AlphabeticalUnsound,random-130-5,0,1,true,660,774,774
AlphabeticalComplete,manual-11,0,2,true,146,67,67
AlphabeticalComplete,manual-8,0,2,true,30,25,25
AlphabeticalUnsound,random-190-5,0,0,true,1359,1104,1104
AlphabeticalRelevant,argus-axum-15073555522447742375,0,0,true,440,48,48
AlphabeticalUnsound,random-120-6,0,1,true,536,690,690
AlphabeticalRelevant,argus-axum-10310841651143324696,0,1,true,417,60,60
AlphabeticalRelevant,argus-hello-server-10345094108195090742,0,0,true,308,78,78
AlphabeticalRelevant,manual-8,0,0,true,34,25,25
AlphabeticalComplete,argus-axum-18352723104139980097,0,0,true,679,134,134
AlphabeticalComplete,argus-axum-17497105317668159604,0,1,true,567,110,110
AlphabeticalRelevant,manual-8,0,1,true,34,25,25
AlphabeticalRelevant,random-30-9,0,1,true,183,39,39
AlphabeticalUnsound,random-60-2,0,2,true,102,216,216
AlphabeticalRelevant,manual-11,0,0,true,101,28,28
AlphabeticalComplete,argus-chumsky-7080345814600703276,0,2,true,427,126,126
AlphabeticalRelevant,manual-8,0,2,true,34,25,25
AlphabeticalComplete,random-30-5,0,1,true,136,54,54
AlphabeticalComplete,argus-axum-12393876099641280534,0,1,true,596,110,110
AlphabeticalRelevant,argus-axum-8856632446763557465,0,1,true,271,71,71
AlphabeticalRelevant,argus-axum-7673184455178036491,0,1,true,237,84,84
AlphabeticalUnsound,manual-9,0,0,true,13,84,84
AlphabeticalComplete,random-60-6,0,0,true,909,181,181
AlphabeticalComplete,random-40-8,0,2,true,376,116,116
AlphabeticalUnsound,manual-9,0,1,true,14,84,84
AlphabeticalRelevant,random-30-2,0,1,true,279,72,72
AlphabeticalUnsound,manual-9,0,2,true,14,84,84
AlphabeticalComplete,argus-axum-6361058880873831381,0,1,true,400,70,70
AlphabeticalRelevant,argus-axum-18226239923860325739,0,1,true,541,51,51
AlphabeticalComplete,argus-axum-15073555522447742375,0,2,true,433,75,75
AlphabeticalRelevant,random-30-10,0,1,true,228,41,41
AlphabeticalRelevant,manual-11,0,1,true,102,28,28
AlphabeticalUnsound,random-200-3,0,0,true,1572,1170,1170
AlphabeticalComplete,manual-9,0,0,true,86,52,52
AlphabeticalUnsound,random-100-9,0,0,true,348,582,582
AlphabeticalComplete,argus-axum-8866031756020282294,0,1,true,633,113,113
AlphabeticalComplete,random-30-5,0,2,true,134,54,54
AlphabeticalComplete,argus-chumsky-11676463297315425816,0,0,true,313,114,114
AlphabeticalRelevant,random-30-9,0,2,true,183,39,39
AlphabeticalComplete,argus-axum-2355552700190003252,0,1,true,512,107,107
AlphabeticalRelevant,argus-axum-11184278655555968588,0,1,true,312,68,68
AlphabeticalUnsound,random-40-10,0,0,true,45,180,180
AlphabeticalRelevant,manual-11,0,2,true,102,28,28
AlphabeticalRelevant,random-40-8,0,0,true,189,16,16
AlphabeticalComplete,manual-9,0,1,true,87,52,52
AlphabeticalUnsound,argus-diesel-2315795211719089505,0,2,true,801,606,606
AlphabeticalRelevant,argus-hello-server-10345094108195090742,0,1,true,292,78,78
AlphabeticalUnsound,random-40-10,0,1,true,45,180,180
AlphabeticalRelevant,random-30-5,0,0,true,111,30,30
AlphabeticalRelevant,argus-axum-7673184455178036491,0,2,true,239,84,84
AlphabeticalUnsound,random-200-9,0,0,true,1348,1110,1110
AlphabeticalUnsound,random-30-7,0,0,true,24,114,114
AlphabeticalRelevant,argus-axum-8856632446763557465,0,2,true,271,71,71
AlphabeticalUnsound,argus-diesel-1094926252705493355,0,1,true,871,456,456
AlphabeticalUnsound,random-40-10,0,2,true,45,180,180
AlphabeticalUnsound,random-150-6,0,1,true,877,894,894
AlphabeticalUnsound,random-30-7,0,1,true,24,114,114
AlphabeticalComplete,random-50-7,0,1,true,634,144,144
AlphabeticalComplete,manual-9,0,2,true,87,52,52
AlphabeticalComplete,argus-hello-server-7267590467205405362,0,2,true,452,92,92
AlphabeticalRelevant,random-30-2,0,2,true,279,72,72
AlphabeticalRelevant,random-30-10,0,2,true,230,41,41
AlphabeticalUnsound,random-30-7,0,2,true,24,114,114
AlphabeticalRelevant,argus-axum-10310841651143324696,0,2,true,417,60,60
AlphabeticalComplete,manual-5,0,2,true,495,144,144
AlphabeticalUnsound,random-30-3,0,0,true,41,174,174
AlphabeticalUnsound,random-200-7,0,0,true,1491,1188,1188
AlphabeticalRelevant,random-30-5,0,1,true,111,30,30
AlphabeticalRelevant,argus-axum-6256519327200940257,0,0,true,785,124,124
AlphabeticalRelevant,argus-axum-15073555522447742375,0,1,true,453,48,48
AlphabeticalUnsound,random-160-9,0,1,true,900,906,906
AlphabeticalRelevant,manual-9,0,0,true,67,33,33
AlphabeticalComplete,argus-axum-18226239923860325739,0,2,true,531,96,96
AlphabeticalUnsound,random-190-9,0,0,true,1257,1074,1074
AlphabeticalUnsound,random-30-3,0,1,true,41,174,174
AlphabeticalRelevant,random-40-8,0,1,true,190,16,16
AlphabeticalUnsound,random-50-9,0,0,true,83,270,270
AlphabeticalUnsound,random-160-10,0,1,true,984,930,930
AlphabeticalUnsound,random-30-3,0,2,true,41,174,174
AlphabeticalRelevant,manual-9,0,1,true,66,33,33
AlphabeticalUnsound,random-120-6,0,2,true,536,690,690
AlphabeticalComplete,argus-axum-6361058880873831381,0,2,true,401,70,70
AlphabeticalUnsound,argus-axum-1337639213112565491,0,0,true,80,168,168
AlphabeticalComplete,argus-chumsky-11676463297315425816,0,1,true,311,114,114
AlphabeticalRelevant,argus-axum-8866031756020282294,0,0,true,687,105,105
AlphabeticalUnsound,random-160-5,0,1,true,925,888,888
AlphabeticalComplete,random-30-7,0,0,true,147,64,64
AlphabeticalRelevant,random-30-5,0,2,true,111,30,30
AlphabeticalUnsound,random-150-3,0,1,true,935,894,894
AlphabeticalRelevant,argus-chumsky-7080345814600703276,0,0,true,484,123,123
AlphabeticalUnsound,random-100-9,0,1,true,350,582,582
AlphabeticalRelevant,argus-axum-11184278655555968588,0,2,true,313,68,68
AlphabeticalUnsound,manual-12,0,0,true,297,480,480
AlphabeticalUnsound,random-50-9,0,1,true,84,270,270
AlphabeticalUnsound,random-30-6,0,0,true,33,156,156
AlphabeticalRelevant,manual-9,0,2,true,66,33,33
AlphabeticalUnsound,random-10-10,0,0,true,4,48,48
AlphabeticalUnsound,random-10-10,0,1,true,4,48,48
AlphabeticalComplete,argus-axum-17497105317668159604,0,2,true,566,110,110
AlphabeticalUnsound,random-10-10,0,2,true,4,48,48
AlphabeticalRelevant,argus-hello-server-10345094108195090742,0,2,true,303,78,78
AlphabeticalUnsound,random-30-6,0,1,true,32,156,156
AlphabeticalUnsound,argus-axum-1337639213112565491,0,1,true,80,168,168
AlphabeticalUnsound,random-130-5,0,2,true,662,774,774
AlphabeticalComplete,random-10-10,0,0,true,25,26,26
AlphabeticalComplete,random-40-10,0,0,true,276,85,85
AlphabeticalComplete,argus-axum-6256519327200940257,0,1,true,737,133,133
AlphabeticalUnsound,random-30-6,0,2,true,33,156,156
AlphabeticalComplete,random-10-10,0,1,true,25,26,26
AlphabeticalUnsound,random-50-9,0,2,true,85,270,270
AlphabeticalRelevant,random-40-8,0,2,true,190,16,16
AlphabeticalComplete,random-10-10,0,2,true,25,26,26
AlphabeticalRelevant,argus-axum-18226239923860325739,0,2,true,543,51,51
AlphabeticalComplete,argus-axum-12393876099641280534,0,2,true,602,110,110
AlphabeticalComplete,argus-axum-18352723104139980097,0,1,true,681,134,134
AlphabeticalRelevant,random-10-10,0,0,true,17,14,14
AlphabeticalComplete,random-30-7,0,1,true,147,64,64
AlphabeticalUnsound,argus-axum-1337639213112565491,0,2,true,80,168,168
AlphabeticalRelevant,random-10-10,0,1,true,17,14,14
AlphabeticalUnsound,argus-axum-7239810653348316180,0,0,true,29,78,78
AlphabeticalRelevant,random-10-10,0,2,true,17,14,14
AlphabeticalUnsound,random-170-8,0,1,true,1036,996,996
AlphabeticalUnsound,random-40-9,0,0,true,62,234,234
AlphabeticalUnsound,argus-axum-7239810653348316180,0,1,true,29,78,78
AlphabeticalComplete,random-60-2,0,0,true,687,134,134
AlphabeticalComplete,argus-axum-2355552700190003252,0,2,true,513,107,107
AlphabeticalUnsound,argus-axum-7239810653348316180,0,2,true,29,78,78
AlphabeticalComplete,random-30-3,0,0,true,260,93,93
AlphabeticalUnsound,random-40-9,0,1,true,62,234,234
AlphabeticalComplete,argus-axum-8866031756020282294,0,2,true,607,113,113
AlphabeticalUnsound,random-200-10,0,0,true,1107,924,924
AlphabeticalComplete,random-30-7,0,2,true,147,64,64
AlphabeticalComplete,argus-chumsky-11676463297315425816,0,2,true,310,114,114
AlphabeticalComplete,random-30-6,0,0,true,203,76,76
AlphabeticalUnsound,random-40-9,0,2,true,62,234,234
AlphabeticalUnsound,manual-12,0,1,true,296,480,480
AlphabeticalUnsound,random-180-9,0,1,true,1107,1050,1050
AlphabeticalRelevant,argus-axum-15073555522447742375,0,2,true,439,48,48
AlphabeticalRelevant,argus-axum-6361058880873831381,0,0,true,355,49,49
AlphabeticalRelevant,argus-hello-server-7267590467205405362,0,0,true,513,90,90
AlphabeticalUnsound,random-100-9,0,2,true,351,582,582
AlphabeticalRelevant,random-30-7,0,0,true,75,25,25
AlphabeticalComplete,random-40-10,0,1,true,280,85,85
AlphabeticalUnsound,random-180-8,0,1,true,1149,1050,1050
AlphabeticalComplete,argus-axum-7239810653348316180,0,0,true,187,59,59
AlphabeticalRelevant,manual-5,0,0,true,558,113,113
AlphabeticalUnsound,random-110-4,0,0,true,427,576,576
AlphabeticalRelevant,random-30-7,0,1,true,74,25,25
AlphabeticalComplete,random-60-6,0,1,true,912,181,181
AlphabeticalComplete,random-50-7,0,2,true,631,144,144
AlphabeticalComplete,random-30-3,0,1,true,260,93,93
AlphabeticalRelevant,argus-chumsky-7080345814600703276,0,1,true,485,123,123
AlphabeticalComplete,random-30-6,0,1,true,204,76,76
AlphabeticalComplete,argus-axum-6256519327200940257,0,2,true,699,133,133
AlphabeticalRelevant,random-30-7,0,2,true,75,25,25
AlphabeticalUnsound,random-30-8,0,0,true,36,174,174
AlphabeticalUnsound,random-190-10,0,1,true,1245,1104,1104
AlphabeticalUnsound,random-30-8,0,1,true,36,174,174
AlphabeticalComplete,argus-axum-7239810653348316180,0,1,true,186,59,59
AlphabeticalUnsound,manual-12,0,2,true,298,480,480
AlphabeticalUnsound,random-30-8,0,2,true,36,174,174
AlphabeticalComplete,random-50-9,0,0,true,528,133,133
AlphabeticalComplete,random-40-10,0,2,true,276,85,85
AlphabeticalRelevant,argus-chumsky-11676463297315425816,0,0,true,363,108,108
AlphabeticalComplete,argus-axum-1337639213112565491,0,0,true,519,106,106
AlphabeticalRelevant,argus-axum-8866031756020282294,0,1,true,689,105,105
AlphabeticalRelevant,argus-axum-6256519327200940257,0,1,true,795,124,124
AlphabeticalUnsound,argus-diesel-1094926252705493355,0,2,true,875,456,456
AlphabeticalRelevant,argus-axum-12393876099641280534,0,0,true,556,59,59
AlphabeticalComplete,random-40-9,0,0,true,387,110,110
AlphabeticalUnsound,random-150-6,0,2,true,878,894,894
AlphabeticalRelevant,argus-axum-6361058880873831381,0,1,true,357,49,49
AlphabeticalComplete,random-30-6,0,2,true,202,76,76
AlphabeticalRelevant,argus-axum-2355552700190003252,0,0,true,532,98,98
AlphabeticalComplete,random-30-3,0,2,true,259,93,93
AlphabeticalRelevant,argus-axum-17497105317668159604,0,0,true,710,98,98
AlphabeticalUnsound,random-160-9,0,2,true,865,906,906
AlphabeticalComplete,argus-axum-7239810653348316180,0,2,true,187,59,59
AlphabeticalUnsound,random-190-5,0,1,true,1350,1104,1104
AlphabeticalComplete,argus-axum-18352723104139980097,0,2,true,681,134,134
AlphabeticalUnsound,random-160-10,0,2,true,876,930,930
AlphabeticalComplete,random-30-8,0,0,true,227,84,84
AlphabeticalRelevant,argus-axum-6361058880873831381,0,2,true,354,49,49
AlphabeticalRelevant,argus-hello-server-7267590467205405362,0,1,true,515,90,90
AlphabeticalComplete,random-60-2,0,1,true,673,134,134
AlphabeticalUnsound,random-110-4,0,1,true,427,576,576
AlphabeticalRelevant,random-30-6,0,0,true,172,24,24
AlphabeticalComplete,argus-diesel-15648008676699765325,0,0,true,2255,140,140
AlphabeticalUnsound,random-160-5,0,2,true,928,888,888
AlphabeticalUnsound,random-180-3,0,0,true,1339,1074,1074
AlphabeticalRelevant,random-40-10,0,0,true,298,43,43
AlphabeticalRelevant,random-30-3,0,0,true,221,47,47
AlphabeticalUnsound,random-150-3,0,2,true,974,894,894
AlphabeticalRelevant,argus-chumsky-7080345814600703276,0,2,true,485,123,123
AlphabeticalUnsound,random-20-2,0,0,true,15,90,90
AlphabeticalRelevant,manual-5,0,1,true,564,113,113
AlphabeticalRelevant,argus-axum-7239810653348316180,0,0,true,214,56,56
AlphabeticalComplete,random-100-10,0,0,true,2000,267,267
AlphabeticalUnsound,random-20-2,0,1,true,15,90,90
AlphabeticalUnsound,random-20-2,0,2,true,15,90,90
AlphabeticalRelevant,argus-chumsky-11676463297315425816,0,1,true,365,108,108
AlphabeticalRelevant,random-30-6,0,1,true,172,24,24
AlphabeticalComplete,random-40-9,0,1,true,387,110,110
AlphabeticalComplete,random-30-8,0,1,true,227,84,84
AlphabeticalComplete,random-20-2,0,0,true,91,52,52
AlphabeticalUnsound,random-200-9,0,1,true,1359,1110,1110
AlphabeticalUnsound,random-200-2,0,0,true,1753,1128,1128
AlphabeticalUnsound,random-190-9,0,1,true,1257,1074,1074
AlphabeticalComplete,random-50-9,0,1,true,529,133,133
AlphabeticalRelevant,random-30-3,0,1,true,221,47,47
AlphabeticalComplete,argus-axum-1337639213112565491,0,1,true,519,106,106
AlphabeticalRelevant,random-50-7,0,0,true,731,60,60
AlphabeticalComplete,random-20-2,0,1,true,91,52,52
AlphabeticalRelevant,argus-axum-7239810653348316180,0,1,true,214,56,56
AlphabeticalUnsound,random-170-8,0,2,true,1039,996,996
AlphabeticalRelevant,random-30-6,0,2,true,173,24,24
AlphabeticalRelevant,argus-axum-12393876099641280534,0,1,true,558,59,59
AlphabeticalUnsound,random-200-3,0,1,true,1639,1170,1170
AlphabeticalComplete,random-20-2,0,2,true,90,52,52
AlphabeticalUnsound,random-110-4,0,2,true,427,576,576
AlphabeticalUnsound,random-200-5,0,0,true,1553,1194,1194
AlphabeticalRelevant,random-40-10,0,1,true,355,43,43
AlphabeticalComplete,random-30-8,0,2,true,227,84,84
AlphabeticalRelevant,random-20-2,0,0,true,71,39,39
AlphabeticalRelevant,argus-axum-8866031756020282294,0,2,true,689,105,105
AlphabeticalComplete,random-60-6,0,2,true,912,181,181
AlphabeticalUnsound,random-200-7,0,1,true,1503,1188,1188
AlphabeticalUnsound,random-200-10,0,1,true,1114,924,924
AlphabeticalRelevant,argus-chumsky-11676463297315425816,0,2,true,364,108,108
AlphabeticalUnsound,argus-chumsky-11741262611005887494,0,0,true,0,6,6
AlphabeticalUnsound,argus-chumsky-11741262611005887494,0,1,true,0,6,6
AlphabeticalUnsound,argus-chumsky-11741262611005887494,0,2,true,0,6,6
AlphabeticalComplete,argus-chumsky-11741262611005887494,0,0,true,0,2,2
AlphabeticalComplete,argus-chumsky-11741262611005887494,0,1,true,0,2,2
AlphabeticalComplete,argus-chumsky-11741262611005887494,0,2,true,0,2,2
AlphabeticalRelevant,argus-chumsky-11741262611005887494,0,0,true,0,2,2
AlphabeticalRelevant,argus-chumsky-11741262611005887494,0,1,true,0,2,2
AlphabeticalRelevant,argus-chumsky-11741262611005887494,0,2,true,0,2,2
AlphabeticalUnsound,argus-chumsky-11809526917882439709,0,0,true,0,6,6
AlphabeticalUnsound,argus-chumsky-11809526917882439709,0,1,true,0,6,6
