provider,name,chosen_solution,replicate,success,duration,total_decisions,unique_decisions
AlphabeticalRelevant,argus-axum-17497105317668159604,0,1,true,94,28,28
AlphabeticalRelevant,argus-axum-2355552700190003252,0,0,true,189,52,52
AlphabeticalRelevant,argus-axum-6361058880873831381,0,2,true,134,28,28
AlphabeticalComplete,argus-axum-17497105317668159604,0,2,true,91,31,31
AlphabeticalComplete,argus-axum-18226239923860325739,0,2,true,153,48,48
AlphabeticalUnsound,argus-diesel-2829387904342691312,0,2,true,14,90,90
AlphabeticalComplete,argus-axum-2355552700190003252,0,0,true,200,66,66
AlphabeticalComplete,argus-axum-2355552700190003252,0,1,true,200,66,66
AlphabeticalRelevant,argus-axum-6361058880873831381,0,0,true,164,28,28
AlphabeticalComplete,argus-axum-2355552700190003252,0,2,true,203,66,66
AlphabeticalRelevant,argus-diesel-12280181414965390748,0,1,true,76,48,48
AlphabeticalUnsound,argus-hello-server-7267590467205405362,0,0,true,39,132,132
AlphabeticalComplete,argus-diesel-15648008676699765325,0,0,true,61,42,42
AlphabeticalRelevant,argus-axum-8866031756020282294,0,2,true,41,12,12
AlphabeticalComplete,argus-diesel-15009615579564917699,0,1,true,65,52,52
AlphabeticalComplete,argus-axum-12393876099641280534,0,0,true,208,64,64
AlphabeticalComplete,argus-axum-6256519327200940257,0,0,true,209,63,63
AlphabeticalComplete,argus-axum-12393876099641280534,0,1,true,204,64,64
AlphabeticalRelevant,argus-axum-15073555522447742375,0,0,true,171,20,20
AlphabeticalRelevant,argus-axum-15641753760587755699,0,1,true,171,52,52
AlphabeticalUnsound,argus-diesel-3430255526965457125,0,0,true,0,6,6
AlphabeticalUnsound,argus-diesel-3430255526965457125,0,1,true,0,6,6
AlphabeticalUnsound,argus-diesel-3430255526965457125,0,2,true,0,6,6
AlphabeticalComplete,argus-diesel-3430255526965457125,0,0,true,1,2,2
AlphabeticalComplete,argus-axum-12393876099641280534,0,2,true,203,64,64
AlphabeticalComplete,argus-diesel-3430255526965457125,0,1,true,1,2,2
AlphabeticalComplete,argus-diesel-12280181414965390748,0,2,true,66,48,48
AlphabeticalRelevant,argus-diesel-3430255526965457125,0,0,true,1,2,2
AlphabeticalComplete,argus-diesel-3430255526965457125,0,2,true,1,2,2
AlphabeticalRelevant,argus-diesel-3430255526965457125,0,1,true,1,2,2
AlphabeticalRelevant,argus-diesel-3430255526965457125,0,2,true,1,2,2
AlphabeticalRelevant,argus-diesel-12280181414965390748,0,2,true,77,48,48
AlphabeticalUnsound,argus-hello-server-7267590467205405362,0,1,true,38,132,132
AlphabeticalUnsound,argus-hello-server-7267590467205405362,0,2,true,38,132,132
AlphabeticalRelevant,argus-axum-6361058880873831381,0,1,true,192,28,28
AlphabeticalRelevant,argus-diesel-15009615579564917699,0,0,true,55,31,31
AlphabeticalComplete,argus-axum-18226239923860325739,0,1,true,232,48,48
AlphabeticalComplete,argus-axum-15641753760587755699,0,1,true,160,52,52
AlphabeticalRelevant,argus-diesel-15009615579564917699,0,1,true,54,31,31
AlphabeticalRelevant,argus-axum-15641753760587755699,0,0,true,193,52,52
AlphabeticalRelevant,argus-axum-12393876099641280534,0,2,true,142,36,36
AlphabeticalRelevant,argus-diesel-15009615579564917699,0,2,true,55,31,31
AlphabeticalComplete,argus-axum-10310841651143324696,0,1,true,240,78,78
AlphabeticalComplete,argus-axum-10310841651143324696,0,2,true,241,78,78
AlphabeticalComplete,argus-axum-18352723104139980097,0,0,true,244,72,72
AlphabeticalComplete,argus-diesel-15009615579564917699,0,2,true,58,52,52
AlphabeticalComplete,argus-axum-10310841651143324696,0,0,true,247,78,78
AlphabeticalComplete,argus-axum-6256519327200940257,0,1,true,205,63,63
AlphabeticalRelevant,argus-axum-17497105317668159604,0,2,true,94,28,28
AlphabeticalRelevant,argus-axum-15641753760587755699,0,2,true,172,52,52
AlphabeticalComplete,argus-diesel-15648008676699765325,0,1,true,51,42,42
AlphabeticalComplete,argus-axum-15073555522447742375,0,1,true,198,50,50
AlphabeticalRelevant,argus-axum-10310841651143324696,0,0,true,270,66,66
AlphabeticalComplete,argus-axum-18352723104139980097,0,2,true,217,72,72
AlphabeticalComplete,argus-diesel-2829387904342691312,0,0,true,73,64,64
AlphabeticalRelevant,argus-axum-18226239923860325739,0,1,false,133,32,32
AlphabeticalComplete,argus-axum-18352723104139980097,0,1,true,233,72,72
AlphabeticalComplete,argus-axum-6361058880873831381,0,0,true,266,64,64
AlphabeticalRelevant,argus-axum-10310841651143324696,0,1,true,278,66,66
AlphabeticalRelevant,argus-diesel-15648008676699765325,0,0,true,62,27,27
AlphabeticalComplete,argus-diesel-15648008676699765325,0,2,true,64,42,42
AlphabeticalRelevant,argus-diesel-15648008676699765325,0,2,true,57,27,27
AlphabeticalComplete,argus-diesel-2829387904342691312,0,1,true,55,64,64
AlphabeticalComplete,argus-axum-15073555522447742375,0,2,true,132,50,50
AlphabeticalRelevant,argus-diesel-2829387904342691312,0,1,true,56,61,61
AlphabeticalRelevant,argus-diesel-15648008676699765325,0,1,true,60,27,27
AlphabeticalComplete,argus-diesel-2829387904342691312,0,2,true,56,64,64
AlphabeticalRelevant,argus-axum-2355552700190003252,0,2,true,139,52,52
AlphabeticalComplete,argus-axum-6361058880873831381,0,2,true,240,64,64
AlphabeticalRelevant,argus-diesel-2829387904342691312,0,0,true,79,61,61
AlphabeticalComplete,argus-axum-6361058880873831381,0,1,true,250,64,64
AlphabeticalComplete,argus-axum-15641753760587755699,0,2,true,127,52,52
AlphabeticalRelevant,argus-diesel-2829387904342691312,0,2,true,73,61,61
AlphabeticalComplete,argus-diesel-1094926252705493355,0,0,true,195,78,78
AlphabeticalRelevant,argus-axum-2355552700190003252,0,1,true,159,52,52
AlphabeticalComplete,argus-axum-6256519327200940257,0,2,true,149,63,63
AlphabeticalRelevant,argus-axum-18226239923860325739,0,2,false,102,32,32
AlphabeticalComplete,argus-axum-1337639213112565491,0,1,true,277,84,84
AlphabeticalComplete,argus-axum-1337639213112565491,0,0,true,289,84,84
AlphabeticalRelevant,argus-axum-1337639213112565491,0,1,true,293,78,78
AlphabeticalRelevant,argus-hello-server-7267590467205405362,0,1,true,130,50,50
AlphabeticalRelevant,argus-diesel-1094926252705493355,0,2,true,133,49,49
AlphabeticalRelevant,argus-diesel-1094926252705493355,0,1,true,141,49,49
AlphabeticalRelevant,argus-diesel-2315795211719089505,0,0,true,187,75,75
AlphabeticalComplete,argus-diesel-1094926252705493355,0,2,true,144,78,78
AlphabeticalRelevant,argus-diesel-1094926252705493355,0,0,true,146,49,49
AlphabeticalComplete,argus-diesel-1094926252705493355,0,1,true,148,78,78
AlphabeticalRelevant,argus-hello-server-7267590467205405362,0,0,true,148,50,50
AlphabeticalRelevant,argus-hello-server-7267590467205405362,0,2,true,148,50,50
AlphabeticalComplete,argus-diesel-2315795211719089505,0,0,true,219,102,102
AlphabeticalRelevant,argus-axum-1337639213112565491,0,0,true,316,78,78
AlphabeticalComplete,argus-hello-server-7267590467205405362,0,0,true,172,74,74
AlphabeticalComplete,argus-diesel-2315795211719089505,0,2,true,193,102,102
AlphabeticalComplete,argus-diesel-2315795211719089505,0,1,true,201,102,102
AlphabeticalComplete,argus-hello-server-7267590467205405362,0,1,true,163,74,74
AlphabeticalComplete,argus-hello-server-7267590467205405362,0,2,true,170,74,74
AlphabeticalRelevant,argus-axum-1337639213112565491,0,2,true,275,78,78
AlphabeticalComplete,argus-axum-1337639213112565491,0,2,true,220,84,84
AlphabeticalRelevant,argus-diesel-2315795211719089505,0,1,true,235,75,75
AlphabeticalRelevant,argus-diesel-2315795211719089505,0,2,true,235,75,75
